id	key	piikey	name	type	match	rule	minlen	maxlen	priority	validator	fieldrule	fieldrulematch	imprecise
ruscities	ruscity	ruscity	Russian cities by common patterns	data	text	москва,санкт-петербург,новосибирск,екатеринбург,нижний новгород,казань,самара,омск,челябинск,ростов-на-дону,уфа,волгоград,пермь,красноярск,воронеж,саратов,краснодар,тольятти,сунжа,барнаул,ижевск,ульяновск,владивосток,ярославль,иркутск,тюмень,махачкала,хабаровск,оренбург,новокузнецк,кемерово,рязань,томск,астрахань,пенза,набережные челны,липецк,тула,киров,чебоксары,улан-удэ,калининград,брянск,курск,иваново,магнитогорск,тверь,ставрополь,севастополь оспаривается,нижний тагил,белгород,архангельск,владимир,сочи,курган,симферополь,смоленск,калуга,чита,саранск,орёл,волжский,череповец,владикавказ,мурманск,сургут,вологда,тамбов,стерлитамак,грозный,якутск,кострома,комсомольск-на-амуре,петрозаводск,таганрог,нижневартовск,йошкар-ола,братск,новороссийск,дзержинск,шахты,нальчик,орск,сыктывкар,нижнекамск,ангарск,старый оскол,великий новгород,балашиха,благовещенск,прокопьевск,химки,псков,бийск,энгельс,рыбинск,балаково,мурино,северодвинск,армавир,подольск,королёв,южно-сахалинск,петропавловск-камчатский,сызрань,кукмор,норильск,златоуст,каменск-уральский,мытищи,люберцы,волгодонск,новочеркасск,абакан,находка,уссурийск,березники,салават,электросталь,миасс,первоуральск,керчь,рубцовск,альметьевск,ковров,коломна,майкоп,пятигорск,одинцово,копейск,кудрово,хасавюрт,новомосковск,кисловодск,серпухов,новочебоксарск,нефтеюганск,димитровград,нефтекамск,черкесск,орехово-зуево,дербент,камышин,невинномысск,красногорск,муром,батайск,новошахтинск,сергиев посад,ноябрьск,щёлково,кызыл,октябрьский,ачинск,северск,новокуйбышевск,елец,арзамас,евпатория,обнинск,новый уренгой,каспийск,элиста,пушкино,жуковский,артём,междуреченск,ленинск-кузнецкий,сарапул,ессентуки,воткинск,ногинск,тобольск,ухта,серов,бердск,великие луки,мичуринск,киселёвск,новотроицк,зеленодольск,соликамск,раменское,домодедово,магадан,глазов,каменск-шахтинский,железногорск,канск,назрань,гатчина,саров,новоуральск,воскресенск,долгопрудный,бугульма,кузнецк,губкин,кинешма,ейск,реутов,усть-илимск,железногорск,усолье-сибирское,чайковский,азов,бузулук,озёрск,балашов,юрга,кирово-чепецк,кропоткин,клин,выборг,ханты-мансийск,троицк,бор,шадринск,белово,ялта,минеральные воды,анжеро-судженск,биробиджан,лобня,новоалтайск,чапаевск,георгиевск,черногорск,минусинск,михайловск,елабуга,дубна,воркута,егорьевск,асбест,ишим,феодосия,белорецк,белогорск,кунгур,лысьва,гуково,ступино,туймазы,кстово,вольск,ишимбай,зеленогорск,сосновый бор,буйнакск,борисоглебск,наро-фоминск,будённовск,донской,полевской,лениногорск,павловский посад,славянск-на-кубани,заречный,туапсе,россошь,горно-алтайск,кумертау,лабинск,сибай,клинцы,ржев,тихорецк,нерюнгри,алексин,ревда,александров,дмитров,мелеуз,сальск,лесосибирск,гусь-хрустальный,чистополь,павлово,чехов,котлас,белебей,искитим,краснотурьинск,апатиты,всеволожск,прохладный,михайловка,анапа,тихвин,верхняя пышма,свободный,ивантеевка,шуя,когалым,щёкино,жигулёвск,крымск,вязьма,видное,арсеньев,избербаш,выкса,лиски,волжск,краснокаменск,фрязино,узловая,лыткарино,нягань,рославль,геленджик,боровичи,тимашёвск,белореченск,солнечногорск,назарово,кириши,черемхово,краснокамск,лесной,вышний волочёк,бугуруслан,берёзовский,балахна,ливны,донецк,североморск,саяногорск,кимры,мегион,кизляр,урус-мартан,снежинск,кингисепп,курганинск,шелехов,можга,сертолово,ярцево,шали,отрадный,торжок,рузаевка,волхов,берёзовский,куйбышев,дзержинский,заринск,грязи,чусовой,надым,верхняя салда,сафоново,осинники,кольчугино,гудермес,канаш,рассказово,сатка,мончегорск,усть-кут,тулун,шебекино,спасск-дальний,белая калитва,печора,чебаркуль,радужный,усть-лабинск,мценск,мыски,амурск,курчатов,качканар,салехард,ефремов,стрежевой,аксай,переславль-залесский,ахтубинск,кашира,заинск,камень-на-оби,советск,пугачёв,лангепас,бирск,урюпинск,моршанск,пыть-ях,конаково,ртищево,вязники,кореновск,усинск,тутаев,красный сулин,саянск,новодвинск,новозыбков,людиново,изобильный,мариинск,черняховск,заволжье,апшеронск,красноуфимск,коряжма,каменка,елизово,фролово,урай,большой камень,тосно,алексеевка,коркино,кыштым,лянтор,моздок,реж,партизанск,джанкой,шарыпово,светлоград,сокол,ирбит,гай,алатырь,алапаевск,темрюк,южноуральск,учалы,вичуга,дальнегорск,протвино,мирный,нижнеудинск,лесозаводск,баксан,беслан,ялуторовск,миллерово,луга,кизилюрт,фурманов,краснознаменск,зеленокумск,кулебаки,добрянка,кандалакша,тында,тайшет,тавда,сердобск,валуйки,гулькевичи,вятские поляны,истра,тейково,абинск,азнакаево,новокубанск,сухой лог,углич,кинель,благовещенск,югорск,слободской,острогожск,трёхгорный,сланцы,корсаков,касимов,шумерля,муравленко,чернушка,сосновоборск,кушва,кондопога,артёмовский,шатура,благодарный,балтийск,нововоронеж,нурлат,зима,котельники,приморско-ахтарск,старая русса,инта,аша,богородицк,киров,котовск,ростов,богданович,гагарин,нарткала,великий устюг,маркс,можайск,борзя,ликино-дулёво,дюртюли,петровск,карабулак,малгобек,удомля,холмск,кудымкар,городец,дагестанские огни,усть-джегута,верхний уфалей,малоярославец,скопин,славгород,мирный,барабинск,еманжелинск,сорочинск,горячий ключ,киржач,луховицы,десногорск,сегежа,аргун,дятьково,кохма,знаменск,дедовск,североуральск,карталы,карпинск,алушта,карасук,кировск,топки,алейск,кимовск,костомукша,дивногорск,гусев,похвистнево,сасово,сосногорск,советская гавань,нефтекумск,морозовск,полысаево,дальнереченск,губаха,бахчисарай,медногорск,октябрьск,бутурлиновка,янаул,лабытнанги,калач-на-дону,камышлов,зерноград,уварово,заречный,новоалександровск,майский,тара,новопавловск,советский,балабаново,родники,соль-илецк,красноармейск,красноперекопск,унеча,кувандык,обь,железногорск-илимский,татарск,ипатово,семилуки,исилькуль,озёры,буй,курчалой,заводоуковск,кировск,аткарск,асино,киреевск,богородск,тайга,невьянск,саки,павловск,зея,котельнич,красноуральск,ленск,гурьевск,зарайск,бежецк,железноводск,семёнов,красноармейск,колпашево,котово,давлеканово,калачинск,строитель,вельск,семикаракорск,отрадное,карачаевск,фокино,северобайкальск,шарья,омутнинск,усть-катав,бологое,волоколамск,губкинский,гусиноозёрск,таштагол,оленегорск,оха,кубинка,вилючинск,нелидово,нерехта,николаевск-на-амуре,верещагино,нижний ломов,лосино-петровский,лермонтов,вихоревка,никольск,оса,зверево,няндома,дудинка,электрогорск,бавлы,менделеевск,армянск,кировград,калтан,лысково,старая купавна,куровское,ряжск,остров,хотьково,нижняя тура,хадыженск,пикалёво,тогучин,льгов,ершов,сергач,светлый,онега,шахунья,ковылкино,нарьян-мар,алдан,рошаль,козьмодемьянск,бронницы,данков,лодейное поле,боготол,тырныауз,лебедянь,черноголовка,бакал,алагир,абдулино,сысерть,суровикино,райчихинск,котельниково,тарко-сале,среднеуральск,буинск,белоярский,кизел,пролетарск,коммунар,пущино,электроугли,калач,кяхта,шимановск,бобров,карачев,юрьев-польский,новый оскол,собинка,черепаново,никольское,новомичуринск,агрыз,сортавала,терек,нытва,стародуб,суворов,приозерск,ковдор,куса,ардон,енисейск,усмань,нефтегорск,подпорожье,петровск-забайкальский,инза,слюдянка,апрелевка,рыбное,талица,жуковка,радужный,харабали,козельск,арск,яровое,осташков,туринск,чегем,нижняя салда,сельцо,почеп,константиновск,новоаннинский,белоозёрский,шумиха,гаврилов-ям,ивдель,покров,баймак,поворино,катав-ивановск,мантурово,голицыно,бородино,межгорье,галич,пласт,полярный,яранск,кирсанов,бикин,барыш,красновишерск,абаза,волгореченск,куртамыш,покачи,щигры,новоузенск,касли,болотное,жирновск,ясногорск,приволжск,кондрово,бокситогорск,советск,судак,мензелинск,поронайск,калининск,навашино,звенигород,агидель,белогорск,невель,сухиничи,камызяк,плавск,кашин,чудово,иланский,валдай,ясный,ужур,новоульяновск,краснослободск,палласовка,светогорск,пестово,данилов,заполярный,лакинск,рыльск,медвежьегорск,грязовец,ленинск,дегтярск,купино,бодайбо,венёв,жердевка,меленки,петушки,полярные зори,николаевск,белокуриха,цимлянск,александровск,трубчевск,очёр,нерчинск,лукоянов,карабаново,кодинск,емва,первомайск,вяземский,сим,мамадыш,красный кут,струнино,дубовка,лагань,арамиль,южа,пересвет,катайск,гороховец,шилка,белёв,далматово,гвардейск,фокино,калязин,талдом,сясьстрой,свирск,байкальск,обоянь,руза,цивильск,ак-довурак,краснозаводск,шлиссельбург,петров вал,яхрома,могоча,хвалынск,карабаш,камешково,кемь,анадырь,горняк,торопец,зеленоградск,аркадак,снежногорск,адыгейск,уяр,кораблино,чаплыгин,киренск,удачный,юрюзань,балей,окуловка,малая вишера,нязепетровск,гурьевск,новая ляля,сосенский,чкаловск,вуктыл,горнозаводск,урень,печоры,боровск,лихославль,долинск,волосово,жуков,сорск,называевск,бабаево,тюкалинск,заволжск,чулым,сосновка,звенигово,углегорск,судогда,верхний тагил,дрезна,богучар,неман,михайлов,невельск,сураж,ворсма,кремёнки,опочка,тетюши,хилок,питкяранта,завитинск,болхов,эртиль,нариманов,петухово,луза,закаменск,белая холуница,нижние серги,беломорск,заозёрск,зуевка,гаджиево,камбарка,пионерский,гремячинск,щучье,шагонар,дигора,светлогорск,микунь,дорогобуж,заозёрный,высоковск,щёлкино,каргат,александровск-сахалинский,порхов,змеиногорск,суздаль,вытегра,кола,кирс,ермолино,козловка,сольцы,вилюйск,уржум,наволоки,юрьевец,миньяр,мариинский посад,нюрба,краснослободск,каргополь,ельня,харовск,южно-сухокумск,рудня,волчанск,кувшиново,володарск,нея,ивангород,тотьма,суоярви,пудож,задонск,таруса,болохово,ядрин,белозерск,городовиковск,сковородино,нолинск,покровск,олёкминск,устюжна,верхняя тура,верхнеуральск,ардатов,облучье,западная двина,серафимович,старый крым,михайловск,перевоз,костерёво,теберда,дно,олонец,чадан,бирюсинск,ветлуга,новая ладога,верхотурье,починок,липки,комсомольск,инсар,болгар,старица,пучеж,белинский,никольск,анива,белоусово,макушино,медынь,малмыж,андреаполь,салаир,новосокольники,сычёвка,городище,томмот,мглин,бирюч,лахденпохья,алупка,мамоново,спасск-рязанский,кириллов,лаишево,дмитриев,велиж,оханск,полесск,советск,спасск,демидов,весьегонск,севск,темников,макарьев,юхнов,сурск,красавино,орлов,сенгилей,зубцов,сретенск,новохопёрск,курлово,макаров,каменногорск,мураши,алзамай,княгинино,шацк,солигалич,гаврилов посад,багратионовск,себеж,грайворон,циолковский,игарка,приморск,пошехонье,шиханы,суджа,дмитровск,мышкин,спас-клепики,короча,сусуман,пыталово,шенкурск,усолье,красный холм,жиздра,любим,злынка,билибино,фатеж,верея,чухлома,туран,чердынь,спас-деменск,кадников,озёрск,пустошка,славск,нестеров,бабушкин,томари,гдов,духовщина,правдинск,мосальск,любань,певек,мещовск,чёрмоз,малоархангельск,холм,новосиль,ладушкин,белый,новоржев,мезень,среднеколымск,краснознаменск,кологрив,магас,сольвычегодск,кедровый,северо-курильск,плёс,горбатов,артёмовск,островной,курильск,приморск,верхоянск,высоцк,чекалин,иннополис	3	25					False
ruregioncode	rusregioncode		Russian region code by field name and value	data	text	50,51,77,02,34,76,86,46,74,07,54,23,57,59,35,42,15,52,32,66,56,71,60,43,33,27,55,36,31,14,13,28,12,89,21,61,22,10,64,65,78,63,25,05,16,53,24,67,37,44,17,87,39,72,30,26,48,69,70,58,29,79,03,68,04,38,73,41,18,45,47,49,75,20,01,09,19,83,11,62,40,08,06	2	2			regcode,regioncode,region,region_code,subjectcode,subjectrfcode,код субъекта рф	text	False
rucountryname	ruscountryname		Russian name of the country	data	text	россия,аргентина,вьетнам,германия,италия,украина,индия,республика корея,китай,сербия,польша,словения,финляндия,франция,румыния,турция,беларусь,чешская республика,кипр,греция,босния и герцеговина,ирландия,венгрия,объединенные арабские эмираты,соединенное королевство,исландия,дания,австрия,словакия,швейцария,соединенные штаты,нидерланды,израиль,болгария,бельгия,казахстан,республика северная македония,люксембург,латвия,хорватия,португалия,эстония,япония,швеция,мальта,испания,канада,республика молдова,литва,индонезия,норвегия,тунис,пакистан,маврикий,черногория,пуэрто-рико,куба,перу,отсутствует в оксм,мексика,бразилия,сирийская арабская республика,египет,таиланд,южная африка,грузия,сейшелы,австралия,панама,киргизия,британские виргинские острова,армения,саудовская аравия,гонконг	4	29					False
rucountrycode	ruscountrycode		Russian country code by OKSM classifier (3 digits) by data and fieldname	data	text	643,032,704,276,380,804,356,410,156,688,616,705,246,250,642,792,112,203,196,300,070,372,348,784,826,352,208,040,703,756,840,528,376,100,056,398,807,442,428,191,620,233,392,752,470,724,124,498,440,360,578,788,586,480,499,630,192,604,000,484,076,760,818,764,710,268,690,036,591,417,092,051,682,344	3	3			country_code,countrycode,country	text	False
rumosadmareas	rumosadmareas		Russia Moscow capital administrative areas	data	text	северо-западный административный округ,центральный административный округ,южный административный округ,восточный административный округ,северо-восточный административный округ,зеленоградский административный округ,юго-западный административный округ,северный административный округ,юго-восточный административный округ,западный административный округ,троицкий административный округ,новомосковский административный округ	28	39					False
rumosdistricts	rumosdistricts		Russia Moscow capital districts by name	data	text	район хорошёво-мнёвники,таганский район,район орехово-борисово северное,район преображенское,район бирюлёво восточное,район чертаново центральное,район замоскворечье,район свиблово,район северное измайлово,район покровское-стрешнево,район строгино,район старое крюково,район зюзино,академический район,район чертаново южное,район нагатино-садовники,пресненский район,район щукино,район черёмушки,донской район,район якиманка,район хамовники,обручевский район,мещанский район,даниловский район,тверской район,район богородское,войковский район,тимирязевский район,район коптево,басманный район,район сокольники,район новогиреево,район соколиная гора,район беговой,район измайлово,район нагатинский затон,район южное тушино,район аэропорт,дмитровский район,савёловский район,головинский район,район матушкино,район силино,ярославский район,район восточное измайлово,район ховрино,район северное тушино,район сокол,район западное дегунино,район восточное дегунино,алтуфьевский район,алексеевский район,район бибирево,район чертаново северное,район марьина роща,хорошёвский район,лосиноостровский район,красносельский район,район ивановское,нижегородский район,район люблино,рязанский район,район лефортово,район марфино,район тропарёво-никулино,гагаринский район,район ясенево,район северное бутово,район тёплый стан,район кунцево,район митино,район перово,район царицыно,район куркино,район восточный,район южное бутово,район марьино,район крюково,район метрогородок,бабушкинский район,район зябликово,ломоносовский район,район косино-ухтомский,бескудниковский район,район северное медведково,район москворечье-сабурово,район фили-давыдково,район филёвский парк,останкинский район,район южное медведково,район орехово-борисово южное,поселение вороновское,поселение роговское,поселение кленовское,район отрадное,район коньково,район котловка,район солнцево,поселение московский,район крылатское,район некрасовка,можайский район,район выхино-жулебино,район вешняки,район савёлки,район ростокино,район раменки,район лианозово,поселение краснопахорское,поселение щаповское,поселение михайлово-ярцевское,район печатники,поселение щербинка,поселение внуковское,район кузьминки,район текстильщики,район ново-переделкино,район бирюлёво западное,район очаково-матвеевское,район братеево,нагорный район,район гольяново,район дорогомилово,район арбат,поселение сосенское,район северный,бутырский район,район новокосино,поселение воскресенское,поселение рязановское,поселение десеновское,поселение филимонковское,южнопортовый район,поселение кокошкино,поселение марушкинское,район проспект вернадского,молжаниновский район,поселение троицк,район капотня,район левобережный,поселение новофедоровское,поселение первомайское,поселение киевский,район внуково,поселение мосрентген	11	31					False
rucountrycodepat	ruscountrycode		Russian country code by OKSM classifier (3 digits) by pattern	data	text	643,032,704,276,380,804,356,410,156,688,616,705,246,250,642,792,112,203,196,300,070,372,348,784,826,352,208,040,703,756,840,528,376,100,056,398,807,442,428,191,620,233,392,752,470,724,124,498,440,360,578,788,586,480,499,630,192,604,000,484,076,760,818,764,710,268,690,036,591,417,092,051,682,344	3	3					True
runpabyfunc	runpa		Russian legal act / law	data	func	metacrafterext.rules.ru.gov.is_ru_law	3	500	1				False
runpakindbydata	runpakind		Russian legal act / law type (order, act, law, bill and e.t.c)	data	text	закон,постановление,распоряжение,федеральный закон,приказ,указ,кодекс,постановление правительства,постановление правительства рф,распоряжение правительства рф	4	30	1				False
tofkcodepat	tofkcode		Russian TOFK (Treasury) code by pattern value	data	ppr	Word(nums, exact=4)	3	100			tofk	text	False
ruikucode	ruikuiko		Russian government customer uniq number (IKU/IKO) by pat and func	data	ppr	Word(nums, exact=20)	20	20	1	metacrafterext.rules.ru.govfinances.is_iku_iko_code			False
ruikzcode	ruikz		Russian government purchase code (IKZ) by pat and func	data	ppr	Word(nums, exact=20)	36	36	1	metacrafterext.rules.ru.govfinances.is_ikz_code			False
ruskosgucode	kosgucode		Russian KOSGU code	data	ppr	Word(nums, exact=20)	3	100			kosgu,kosgucode	text	False
rumedicineregnumber	rumedicineregnum		Russian registration code of the medicine	data	ppr	((Literal("ЛС") | Literal("ЛП")) + Literal("-") + Word(nums, exact=6)) | (Literal("ЛСР") + Literal("-") + Word(nums, exact=6) + Literal("\/") + Word(nums, exact=2))	3	100					False
ruinn	inn		Russian INN tax identifier	data	func	metacrafterext.rules.ru.orgs._check_inn	10	12	1				False
rukpp	kpp			data	ppr	Word(nums, exact=9)	9	9	1	metacrafterext.rules.ru.orgs._check_kpp			False
ruogrn	ogrn		Russian OGRN tax identifier	data	func	metacrafterext.rules.ru.orgs._check_ogrn	13	13	1				False
ruorgname	orgname		Russian organization name	data	func	metacrafterext.rules.ru.orgs.is_ru_orgname	3	500	1				False
ruokopfcode	okopf		Russian OKOPF code by known name and value	data	text	00039,00040,00041,00042,00047,00048,00051,00052,00053,00060,00061,00064,00065,00066,00067,00070,00071,00072,00073,00074,00076,00077,00078,00080,00081,00082,00083,00084,00085,00086,00087,00088,00089,00090,00091,00092,00093,00094,00095,00096,00097,00098,00099,10000,11000,11051,11064,12000,12100,12165,12166,12200,12247,12267,12300,13000,14000,14100,14153,14154,14155,14200,15000,15100,15141,15142,15143,15200,15241,15242,15243,15300,19000,20000,20100,20101,20102,20103,20104,20105,20106,20107,20108,20109,20110,20111,20112,20113,20114,20115,20116,20120,20121,20200,20201,20202,20210,20211,20217,20300,20400,20401,20402,20403,20404,20500,20600,20601,20603,20604,20605,20606,20607,20608,20609,20610,20611,20612,20613,20614,20615,20616,20617,20618,20619,20620,20700,20701,20702,20716,20800,20801,20802,20803,20900,20901,20902,20903,20904,20905,20906,20907,20908,21000,21001,21002,21003,21100,21200,28000,28001,28002,28003,28004,28005,28006,28007,28008,28010,28012,28013,28014,28016,28017,29000,30000,30001,30002,30003,30004,30005,30006,30008,40000,40001,40002,50000,50100,50101,50102,50200,50201,50202,60000,65000,65100,65141,65142,65143,65200,65241,65242,65243,70000,70400,70401,70402,70403,70404,71400,71500,71600,71601,71602,71610,75000,75100,75101,75103,75104,75200,75201,75203,75204,75300,75400,75401,75403,75404,75500,75502,75505	5	5			okopfcode,okopf_code,окопф	text	False
ruokopfname	okopfname		Russian OKOPF code by value	data	text	унитарные предприятия,открытые акционерные общества,хозяйственные товарищества и общества,полные товарищества,производственные кооперативы,крестьянские (фермерские) хозяйства,акционерные общества,хозяйственные партнерства,товарищества на вере,общества с ограниченной ответственностью,общества с дополнительной ответственностью,закрытые акционерные общества,частные учреждения,бюджетные учреждения,автономные учреждения,казенные учреждения,объединения крестьянских (фермерских) хозяйств,органы общественной самодеятельности,территориальные общественные самоуправления,учреждения,государственные корпорации,общественные и религиозные организации (объединения),общественные движения,потребительские кооперативы,государственные компании,простые товарищества,фонды,прочие некоммерческие организации,представительства и филиалы,индивидуальные предприниматели,паевые инвестиционные фонды,объединения юридических лиц (ассоциации и союзы),товарищества собственников жилья,некоммерческие партнерства,автономные некоммерческие организации,иные не юридические лица,организации без прав юридического лица,хозяйственные товарищества,товарищества на вере (коммандитные товарищества),хозяйственные общества,общества с ограниченной или дополнительной ответственностью,публичные акционерные общества,непубличные акционерные общества,производственные кооперативы (артели),сельскохозяйственные производственные кооперативы,сельскохозяйственные артели (колхозы),рыболовецкие артели (колхозы),кооперативные хозяйства (коопхозы),производственные кооперативы (кроме сельскохозяйственных производственных кооперативов),федеральные казенные предприятия,казенные предприятия субъектов российской федерации,муниципальные казенные предприятия,федеральные государственные унитарные предприятия,государственные унитарные предприятия субъектов российской федерации,муниципальные унитарные предприятия,гаражные и гаражно-строительные кооперативы,жилищные или жилищно-строительные кооперативы,жилищные накопительные кооперативы,кредитные потребительские кооперативы,кредитные потребительские кооперативы граждан,кредитные кооперативы второго уровня,потребительские общества,общества взаимного страхования,сельскохозяйственные потребительские перерабатывающие кооперативы,сельскохозяйственные потребительские сбытовые (торговые) кооперативы,сельскохозяйственные потребительские обслуживающие кооперативы,сельскохозяйственные потребительские снабженческие кооперативы,сельскохозяйственные потребительские садоводческие кооперативы,сельскохозяйственные потребительские огороднические кооперативы,сельскохозяйственные потребительские животноводческие кооперативы,сельскохозяйственные потребительские растениеводческие кооперативы,фонды проката,общественные организации,политические партии,профсоюзные организации,религиозные организации,благотворительные фонды,негосударственные пенсионные фонды,общественные фонды,экологические фонды,ассоциации (союзы),ассоциации (союзы) экономического взаимодействия субъектов российской федерации,советы муниципальных образований субъектов российской федерации,союзы (ассоциации) кредитных кооперативов,союзы (ассоциации) кооперативов,союзы (ассоциации) общественных объединений,союзы (ассоциации) общин малочисленных народов,союзы потребительских обществ,адвокатские палаты,нотариальные палаты,торгово-промышленные палаты,объединения работодателей,объединения фермерских хозяйств,адвокатские бюро,коллегии адвокатов,саморегулируемые организации,объединения (ассоциации и союзы) благотворительных организаций,товарищества собственников недвижимости,садоводческие или огороднические некоммерческие товарищества,палаты,благотворительные учреждения,общественные учреждения,учреждения академий наук,учреждения религиозных организаций,общины коренных малочисленных народов российской федерации,государственные академии наук,казачьи общества,общины коренных малочисленных народов,объединения (союзы) крестьянских (фермерских) хозяйств,отделения иностранных некоммерческих неправительственных организаций,представительства юридических лиц,филиалы юридических лиц,обособленные подразделения юридических лиц,структурные подразделения обособленных подразделений юридических лиц,межправительственные международные организации,неправительственные международные организации,организационно-правовые формы для деятельности граждан (физических лиц),организационно-правовые формы для коммерческой деятельности граждан,главы крестьянских (фермерских) хозяйств,публично-правовые компании,федеральные государственные автономные учреждения,федеральные государственные бюджетные учреждения,федеральные государственные казенные учреждения,государственные автономные учреждения субъектов российской федерации,государственные бюджетные учреждения субъектов российской федерации,государственные казенные учреждения субъектов российской федерации,муниципальные автономные учреждения,муниципальные бюджетные учреждения,муниципальные казенные учреждения,федеральное государственное бюджетное учреждение	5	87					False
rufullname	person_fullname	person_fullname	Russian fullname by common pattern	data	func	metacrafterext.rules.ru.persons.is_russian_fullname	8	200	1				False
rusfirstnames	person_firstname	person_firstname	Russian first name	data	text	николай,иван,василий,александр,михаил,мария,алексей,владимир,петр,анна,виктор,павел,сергей,александра,нина,анатолий,валентина,федор,дмитрий,григорий,борис,вера,екатерина,антонина,клавдия,лидия,георгий,андрей,надежда,татьяна,константин,ольга,зинаида,евгений,леонид,анастасия,юрий,евдокия,елена,валентин,семен,тамара,степан,галина,зоя,яков,илья,любовь,евгения,геннадий,раиса,людмила,елизавета,наталья,аркадий,пелагея,прасковья,виталий,егор,таисия,лев,тимофей,варвара,ирина,вячеслав,игорь,вениамин,афанасий,серафима,иосиф,полина,ефим,филипп,кузьма,софья,олег,софия,юлия,ксения,маргарита,ираида,максим,антон,фаина,валерий,матрена,иннокентий,роман,тихон,матвей,ефросинья,митрофан,никита,кирилл,лариса,дарья,наталия,гавриил,станислав,роза,вадим,гаврил,герман,серафим,всеволод,марфа,владислав,алевтина,прокопий,августа,трофим,римма,никифор,анфиса,марина,леонтий,данил,марк,ульяна,капиталина,таисья,захар,стефан,абрам,клара,моисей,глеб,савелий,ибрагим,кира,эдуард,парасковья,альберт,анвар,давид,магомед,пантелей,арсентий,капитолина,алла,исаак,инна,абдулла,даниил,прокофий,ангелина,нинель,валерия,анисья,илларион,лилия,ахмет,макар,игнат,агриппина,зиновий,игнатий,мансур,арсений,рашит,шамиль,ким,герасим,виктория,аграфена,агафья,степанида,федосья,дина,наум,лазарь,генрих,апполинария,артем,аким,глафира,гурий,хамит,габдулла,ростислав,равиль,агния,хасан,афонасий,рафаил,юлий,махмут,эмилия,павла,самуил,демьян,лаврентий,олимпиада,харис,емельян,зуфар,руфина,таиса,терентий,нонна,валериан	3	11					False
rusmidnames	person_midname	person_midname	Russian middle name	data	text	иванович,васильевич,ивановна,михайлович,петрович,николаевич,федорович,александрович,васильевна,алексеевич,григорьевич,павлович,андреевич,дмитриевич,михайловна,николаевна,степанович,александровна,сергеевич,семенович,петровна,яковлевич,федоровна,алексеевна,павловна,андреевна,григорьевна,дмитриевна,егорович,тимофеевич,ильич,сергеевна,константинович,степановна,владимирович,ефимович,семеновна,георгиевич,яковлевна,филиппович,кузьмич,максимович,гаврилович,антонович,афанасьевич,никитович,матвеевич,иосифович,георгиевна,никифорович,владимировна,константиновна,тихонович,ильинична,данилович,тимофеевна,кириллович,трофимович,игнатьевич,егоровна,захарович,борисович,ефимовна,романович,филипповна,никитична,матвеевна,леонтьевич,кузьминична,емельянович,максимовна,митрофанович,гавриловна,антоновна,иосифовна,афанасьевна,герасимович,прокофьевич,макарович,викторович,акимович,федотович,илларионович,прокопьевич,моисеевич,терентьевич,никифоровна,борисовна,евдокимович,тихоновна,абрамович,маркович,савельевич,игнатьевна,даниловна,лаврентьевич,арсентьевич,евгеньевич,трофимовна,карпович,кирилловна,никитич,стефанович,архипович,денисович,пантелеевич,ефремович,фомич,захаровна,леонидович,осипович,сидорович,анисимович,викторовна,кондратьевич,романовна,прокофьевна,спиридонович,анатольевич,фролович,никонорович,миронович,прохорович,давыдович,лукич,герасимовна,демьянович,митрофановна,леонтьевна,львович,емельяновна,артемьевич,макаровна,артемович,лукьянович,поликарпович,иннокентьевич,платонович,харитонович,евгеньевна,федосеевич,акимовна,наумович,илларионовна,тарасович,аркадьевич,леонидовна,анатольевна,абрамовна,родионович,зиновьевич,арсентьевна,лазаревич,марковна,ермолаевич,евсеевич,моисеевна,лаврентьевна,савельевна,осиповна,евдокимовна,титович,корнеевич,назарович,терентьевна,нестерович,андриянович,андрианович,федотовна,никандрович,исаакович,ибрагимович,карповна,власович,афонасьевич,архиповна,прокопьевна,исаевич,устинович,фоминична,трифонович,евстафьевич,стефановна,денисовна,никоноровна,ананьевич,елисеевич,закирович,давыдовна,ефремовна,мефодьевич,львовна,мартынович,филимонович,исакович,шакирович,анисимовна,гордеевич,кондратьевна,прохоровна,фроловна	5	14					False
